"9","kakaki","1","0","阿萨d ","阿松大"
"166","2020213330","17","0","1.优点：
（1）触发器自动执行，它们在表的数据作了任何修改之后立即激活
（2）触发器可以通过数据库中的相关表进行层叠更改。这比直接把代码卸载前台的做法更安全合理
（3）触发器可以强制限制，这些限制比用CHECK约束所定义的更复杂。与CHECK的约束不同的是，触发器可以引用其他表中的列。
2.功能：维护数据的安全性
1.DDL触发器：针对数据库 ，在创建一个表或者修改，删除时会触发DDL这样一个触发器，这个触发器可以防止对数据库架构进行某些更改，希望数据库中发生某种情况以响应数据库架构中的更改，要记录数据架构中的更改或者事件。
2.DML触发器：数据操作语言，它包含三种触发器分别是：
（1）INSERT触发器
（2）UPDATE触发器
（3）DELETE触发器

> CREATE TRIGGER trigger_name  ON{table|view} {  ~   
> {{FOR|AFTER|INSTEAD OF}
>       {[DELETE] [,] [INSERT] [,] UPDATE]}
>          AS 
>          sql_statement
>           }
>       }
","1"
"167","2020213330","18","0","只要属性X的属性值一样（x1=x2） 那么 属性Y中的属性值就一样（y1=y2），就说明Y依赖于X平凡依赖 (trivial  functional dependency)：被所有关系实例都满足的函数依赖成为平凡依赖。一般来说，若β⊆α，则α→β是平凡的，相反，则α→β是不平凡的。

部分依赖：已知α→β，存在α中的真子集可以函数决定β。例如α为(学号，身份证号)，β为(姓名)α中的真子集(学号或者身份证号)可以决定β。

完全依赖：已知α→β，不存在α中的真子集可以函数决定β。例如α为(学号，学校名)，β为(姓名)α中的真子集(单独的学号或者学校名)不能决定β。

传递依赖：若α→β且β→γ，则α→γ。例如α为学号，β为学院，γ为院长。","1"
"168","2020213330","19","0"," 属于第一范式关系的所有属性都不可再分，即数据项不可分。
若某关系R属于第一范式，且每一个非主属性完全函数依赖于任何一个候选码，则关系R属于第二范式。判断一个关系是否属于第二范式：、
非主属性既不传递依赖于码，也不部分依赖于码。
 限制关系模式的属性之间不允许有非平凡且非函数依赖的多值依赖。
第五范式有以下要求：
（1）必须满足第四范式；
（2）表必须可以分解为较小的表，除非那些表在逻辑上拥有与原始表相同的主键。

找出数据表中的所有码；
找出所有主属性和非主属性；
判断所有的非主属性对码的部分函数依赖。","1"
"169","2020213330","20","0","把关系模式R分解成k个关系模式，k个关系模式的的集合就是p={R1（U1），R2（U2），R3（U3），…，Rk（Uk）}，

而U = U1∪U2∪U3∪…∪Uk。

每一个小的关系模式对应的关系（r1，r2，r3，r4，…，rk），它们也相当于R的关系r分别在R1，R2…上的投影，

把这些投影连接起来
数据内容的等价性：
理解：

1.由关系模式R的任意关系r分解连接得到的新关系必然包含关系模式R的关系r。

2.关系模式R的任意关系r分解连接得到的新关系，记为S，S再分解得到的各个关系必然等于原来的ri。

3.由关系模式R的关系r分解连接得到的新关系S再次分解连接得到的关系，其必然跟原来的新关系S相同。
","1"
"170","2020213330","21","0","在需求分析阶段所得到的应用需求应该首先抽象为信息世界的结构，然后才能更改、更准确地用某一数据库管理系统实现这些需求。
概念模型的主要特点：
1. 能真实、充分地反映现实世界，包括事物和事物之间的联系，能满足用户对数据的处理要求，是现实世界的一个真是模型。
2. 易于理解，可以用它和不熟悉计算机的用户交换意见。用户的积极参与是数据库设计成功的关键。
3. 易于更改，当应用环境和应用要求改变时容易对概念模型修改和扩充。
4. 易于向关系、网状、层次等各种数据模型转换。
概念模型是各种数据模型的共同基础，它比数据模型更独立于机器、更抽象，从而更加稳定。描述概念模型的有力工具是E-R模型。
概念结构设计的第一步就是对需求分析阶段收集到的数据进行分类、组织，确定实体、实体的属性、实体之间的联系类型，形成E-R图。","1"
"171","2020213330","22","0","概念结构设计依据对于现实世界的关系的调研、了解、分析而后得到的实体对象有哪些，对象有哪些特征，它们之间的关系是1对1，还是1对多，多对多。上述问题都梳理清楚后，就可以用关系图的方式表现出来概念结构，即实体关系图（E-R图）。逻辑结构设计依据实体关系图可以得到有多少个实体，每个实体包含哪些属性（特征），实体与实体间的关系可通过哪些属性进行关联（这些实体间共有的属性就是主键或外键）。这就得到了关系模式，即：XX关系模式（XX属性1，XX属性2，……）。再根据关系规范化理论，将关系进行优化，消除数据冗余、插入异常、删除异常得到相对高级范式，满足数据的正常处理。
物理结构即将逻辑结构中优化过的关系模式转化成一张张数据库中的关系表，每个属性用合适的类型和长度存储，并设置主键和相关约束，即可完成数据的设计，满足应用程序对于数据的存储、插入、删除要求。","1"
"172","2020213330","23","0","一、数据的载入和应用程序的调试
二、数据库的试运行
三、数据库的运行和维护
1. 数据库的转储和恢复
数据库的转储与恢复是系统正式运行后最重要的维护工作之一。

2. 数据库的安全性、完整性控制
在数据库运行过程中，由于应用环境的变化，对安全性的要求也会发生变化，系统中用户的密级也会改变，需要数据库管理员不断修正以满足用户要求。

3. 数据库性能的监督、分析和改造
在数据库运行过程中，监督系统运行，对监测数据进行分析，找出改进系统性能的方法是数据库管理员的又一重要任务。

4、数据库的重组织与重构造
1. 数据库的转储和恢复
数据库的转储与恢复是系统正式运行后最重要的维护工作之一。

2. 数据库的安全性、完整性控制
在数据库运行过程中，由于应用环境的变化，对安全性的要求也会发生变化，系统中用户的密级也会改变，需要数据库管理员不断修正以满足用户要求。

3. 数据库性能的监督、分析和改造
在数据库运行过程中，监督系统运行，对监测数据进行分析，找出改进系统性能的方法是数据库管理员的又一重要任务。

4、数据库的重组织与重构造
由于数据库应用环境发生变化，增加了新的应用或新的实体，取消了某些应用，有的实体与实体间的联系也发生了变化等，使原有的数据库设计不能满足新的需求，需要调整数据库的模式和内模式。
数据库的重构也是有限的，只能做部分修改。如果应用变化太大，重构也无济于事，说明此数据库应用系统的生命周期已经结束，应该设计新的数据库应用系统了。
","1"
"173","2020213343","22","0","数据库逻辑设计结构不是唯一的。
逻辑设计的结果是唯一的？？","1"
"174","2020213312","21","271","三个冲突","三个冲突"
"175","2020213312","21","514","消除冗余方法","消除冗余方法"
"176","2020213312","22","25","步骤","步骤"
"177","2020213312","22","230","物理结构设计","物理结构设计"
"178","2020213308","18","270","函数依赖：
若对于R(U)的任意一个可能的关系r，r中不可能存在两个元组在X上的属性值相等，而在Y上的属性值不等，则称“X函数确定Y” 或“Y函数依赖于X”，记作X→Y。
平凡函数依赖与非平凡函数依赖：如果X→Y，但Y不属于X，则称X→Y是非平凡的函数依赖若X→Y，但Y属于X,   则称X→Y是平凡的函数依赖。
若X→Y，则X称为这个函数依赖的决定属性组，也称为决定因素。","函数依赖"
"179","2020213308","19","861","范式是符合某一种级别的关系模式的集合v关系数据库中的关系必须满足一定的要求。满足不同程度要求的为不同范式。
关系数据库的规范化理论是数据库逻辑设计的工具。
目的：尽量消除插入、删除一场，修改复杂，数据冗余。
基本思想：逐步消除数据依赖中不合适的部分。
实质：概念的单一化。","范式"
"180","2020213308","20","84","关系模式由五部分组成，即它是一个五元组：R(U, D, DOM, F)R：关系名U：组成该关系的属性名集合D：属性组U中属性所来自的域DOM：属性向域的映象集合F：属性间数据的依赖关系集合。","模式分解"
"181","2020213308","21","0","数据库设计是指对于一个给定的应用环境，构造（设计）优化的数据库逻辑模式和物理结构，并据此建立数据库及其应用系统，使之能够有效地存储和管理数据，满足各种用户的应用需求，包括信息管理要求和数据操作要求。
目标：为用户和各种应用系统提供一个信息基础设施和高效率的运行环境。","结构设计"
"182","2020213308","22","213","方法：
手工与经验相结合方法、规范设计法、新奥尔良方法、基于E-R模型的数据库设计方法、3NF（第三范式）的设计方法、ODL方法、计算机辅助设计。
数据库设计分6个阶段：
1.需求分析2.概念结构设计3.逻辑结构设计4.物理结构设计5.数据库实施6.数据库运行和维护。","设计"
"183","2020213308","23","155","数据库试运行主要工作包括：1）功能测试§实际运行数据库应用程序，执行对数据库的各种操作，测试应用程序的功能是否满足设计要求§如果不满足，对应用程序部分则要修改、调整，直到达到设计要求2）性能测试§测量系统的性能指标，分析是否达到设计目标§如果测试的结果与设计目标不符，则要返回物理设计阶段，重新调整物理结构，修改系统参数，某些情况下甚至要返回逻辑设计阶段，修改逻辑结构","试运行"
