"255","1","kakaki","B,C,B,C"," 1,2,"," 3,4,","2022/8/30 14:40:28","2022/8/30 14:40:34","00:00:06","50","2"
"455","9","2020213353","B,A,C,A"," 1,2,3,"," 4,","2022/10/29 下午5:24:33","2022/10/29 下午5:33:14","00:08:40","75","3"
"456","9","2020213355","B,A,C,D"," 1,2,3,4,"," ","2022/10/29 下午5:32:55","2022/10/29 下午5:33:02","00:00:07","100","4"
"457","6","2020213323","B,C,B,A"," 1,2,3,4,"," ","2022/10/29 17:32:32","2022/10/29 17:33:41","00:01:08","100","4"
"458","7","2020213323","B,C,D,D"," 1,2,3,"," 4,","2022/10/29 17:41:56","2022/10/29 17:42:19","00:00:22","75","3"
"459","10","2020213355","C,C,A,D"," 1,2,3,"," 4,","2022/10/29 下午5:33:25","2022/10/29 下午5:46:46","00:13:21","75","3"
"460","10","2020213353","C,C,A,C"," 1,2,3,4,"," ","2022/10/29 下午5:44:27","2022/10/29 下午5:47:46","00:03:18","100","4"
"461","8","2020213323","A,A,B,D"," 1,2,4,"," 3,","2022/10/29 17:50:24","2022/10/29 17:50:59","00:00:34","75","3"
"462","11","2020213353","D,C,A,C"," 1,2,3,4,"," ","2022/10/29 下午6:27:17","2022/10/29 下午6:27:31","00:00:13","100","4"
"463","11","2020213355","D,C,A,C"," 1,2,3,4,"," ","2022/10/29 下午6:26:36","2022/10/29 下午6:27:05","00:00:29","100","4"
"464","12","2020213355","C,A,D,D"," 1,2,3,4,"," ","2022/10/29 下午6:28:20","2022/10/29 下午6:32:15","00:03:54","100","4"
"465","12","2020213353","C,A,D,D"," 1,2,3,4,"," ","2022/10/29 下午6:33:07","2022/10/29 下午6:33:15","00:00:08","100","4"
"466","13","2020213353","C,C,A,D"," 1,2,3,4,"," ","2022/10/29 下午6:33:34","2022/10/29 下午6:41:39","00:08:05","100","4"
"467","13","2020213355","C,C,A,D"," 1,2,3,4,"," ","2022/10/29 下午6:40:20","2022/10/29 下午6:41:12","00:00:51","100","4"
"468","14","2020213355","C,A,D,B"," 1,2,3,4,"," ","2022/10/29 下午6:44:05","2022/10/29 下午6:48:07","00:04:01","100","4"
"469","14","2020213353","C,A,D,B"," 1,2,3,4,"," ","2022/10/29 下午6:47:41","2022/10/29 下午6:48:45","00:01:04","100","4"
"470","9","2020213323","B,A,C,C"," 1,2,3,"," 4,","2022/10/29 19:50:17","2022/10/29 19:50:28","00:00:10","75","3"
"471","10","2020213323","C,C,A,D"," 1,2,3,"," 4,","2022/10/29 19:56:28","2022/10/29 19:58:37","00:02:08","75","3"
"472","6","2020213354","B,C,B,A"," 1,2,3,4,"," ","2022/10/30 13:02:25","2022/10/30 13:03:37","00:01:12","100","4"
"473","7","2020213354","B,C,D,B"," 1,2,3,4,"," ","2022/10/30 13:13:29","2022/10/30 13:14:26","00:00:56","100","4"
"474","8","2020213354","A,A,C,D"," 1,2,3,4,"," ","2022/10/30 13:26:34","2022/10/30 13:29:10","00:02:36","100","4"
"475","6","2020213308","B,C,B,A"," 1,2,3,4,"," ","2022/10/30 下午1:48:32","2022/10/30 下午1:50:34","00:02:01","100","4"
"476","7","2020213308","B,C,B,B"," 1,2,4,"," 3,","2022/10/30 下午1:59:06","2022/10/30 下午2:06:26","00:07:20","75","3"
"477","8","2020213308","B,A,C,D"," 2,3,4,"," 1,","2022/10/30 下午2:14:50","2022/10/30 下午2:17:44","00:02:54","75","3"
"478","9","2020213308","B,A,C,D"," 1,2,3,4,"," ","2022/10/30 下午2:27:24","2022/10/30 下午2:29:27","00:02:02","100","4"
"479","10","2020213308","B,C,A,D"," 2,3,"," 1,4,","2022/10/30 下午2:38:25","2022/10/30 下午2:41:08","00:02:43","50","2"
"480","11","2020213308","C,C,A,B"," 2,3,"," 1,4,","2022/10/30 下午2:55:35","2022/10/30 下午2:58:52","00:03:16","50","2"
"481","12","2020213308","C,A,D,D"," 1,2,3,4,"," ","2022/10/30 下午3:09:24","2022/10/30 下午3:11:20","00:01:55","100","4"
"482","13","2020213308","C,C,A,D"," 1,2,3,4,"," ","2022/10/30 下午3:35:46","2022/10/30 下午3:37:52","00:02:05","100","4"
"483","14","2020213308","C,A,D,B"," 1,2,3,4,"," ","2022/10/30 下午3:51:53","2022/10/30 下午3:52:43","00:00:49","100","4"
"484","6","2020213331","B,C,B,A"," 1,2,3,4,"," ","2022/10/30 下午5:35:30","2022/10/30 下午5:48:23","00:12:52","100","4"
"485","9","2020213354","B,A,C,D"," 1,2,3,4,"," ","2022/10/30 19:05:32","2022/10/30 19:06:54","00:01:22","100","4"
"486","9","2020213312","B,A,C,A"," 1,2,3,"," 4,","2022/10/30 19:08:54","2022/10/30 19:11:19","00:02:24","75","3"
"487","10","2020213354","C,C,A,C"," 1,2,3,4,"," ","2022/10/30 19:16:21","2022/10/30 19:17:57","00:01:36","100","4"
"488","10","2020213312","C,C,A,D"," 1,2,3,"," 4,","2022/10/30 19:16:39","2022/10/30 19:19:09","00:02:29","75","3"
"489","11","2020213312","C,C,A,B"," 2,3,"," 1,4,","2022/10/30 19:27:41","2022/10/30 19:28:29","00:00:48","50","2"
"490","11","2020213354","C,C,A,B"," 2,3,"," 1,4,","2022/10/30 19:44:56","2022/10/30 19:45:27","00:00:30","50","2"
"491","12","2020213312","C,A,D,D"," 1,2,3,4,"," ","2022/10/30 19:45:54","2022/10/30 19:47:49","00:01:55","100","4"
"492","12","2020213354","C,A,D,D"," 1,2,3,4,"," ","2022/10/30 20:00:55","2022/10/30 20:01:58","00:01:03","100","4"
"493","7","2020213338","B,C,D,B"," 1,2,3,4,"," ","2022/10/30 20:54:33","2022/10/30 20:56:00","00:01:26","100","4"
"494","6","2020213338","B,C,B,A"," 1,2,3,4,"," ","2022/10/30 20:56:58","2022/10/30 20:57:10","00:00:12","100","4"
"495","8","2020213338","A,A,C,C"," 1,2,3,"," 4,","2022/10/30 21:07:28","2022/10/30 21:08:09","00:00:40","75","3"
"496","9","2020213338","B,A,C,D"," 1,2,3,4,"," ","2022/10/30 21:17:05","2022/10/30 21:17:19","00:00:14","100","4"
"497","10","2020213338","C,C,A,D"," 1,2,3,"," 4,","2022/10/30 21:33:27","2022/10/30 21:35:34","00:02:06","75","3"
"498","7","2020213331","B,B,C,A"," 1,"," 2,3,4,","2022/10/30 下午9:40:29","2022/10/30 下午9:46:48","00:06:18","25","1"
"499","11","2020213338","D,C,A,B"," 1,2,3,"," 4,","2022/10/31 09:23:29","2022/10/31 09:23:48","00:00:19","75","3"
"500","9","2020213342","B,A,C,D"," 1,2,3,4,"," ","2022/10/31 09:40:27","2022/10/31 09:40:36","00:00:09","100","4"
"501","10","2020213342","C,C,A,C"," 1,2,3,4,"," ","2022/10/31 09:49:57","2022/10/31 09:51:23","00:01:26","100","4"
"502","8","2020213331","A,A,C,D"," 1,2,3,4,"," ","2022/10/31 上午10:55:54","2022/10/31 上午10:59:14","00:03:20","100","4"
"503","6","2020213347","B,D,B,A"," 1,3,4,"," 2,","2022/10/31 11:13:56","2022/10/31 11:14:47","00:00:50","75","3"
"504","8","2020213327","A,A,C,D"," 1,2,3,4,"," ","2022/10/31 上午11:10:51","2022/10/31 上午11:15:43","00:04:51","100","4"
"505","6","2020213380","B,C,B,A"," 1,2,3,4,"," ","2022/10/31 11:14:27","2022/10/31 11:19:10","00:04:43","100","4"
"506","9","2020213331","B,A,C,C"," 1,2,3,"," 4,","2022/10/31 上午11:22:34","2022/10/31 上午11:27:51","00:05:16","75","3"
"507","9","2020213327","B,A,C,D"," 1,2,3,4,"," ","2022/10/31 上午11:31:34","2022/10/31 上午11:34:39","00:03:05","100","4"
"508","7","2020213347","B,C,D,B"," 1,2,3,4,"," ","2022/10/31 11:36:53","2022/10/31 11:39:40","00:02:46","100","4"
"509","10","2020213331","C,C,A,D"," 1,2,3,"," 4,","2022/10/31 上午11:36:53","2022/10/31 上午11:50:45","00:13:50","75","3"
"510","10","2020213327","C,C,A,D"," 1,2,3,"," 4,","2022/10/31 上午11:44:21","2022/10/31 上午11:57:27","00:13:05","75","3"
"511","6","2020213313","B,C,B,A"," 1,2,3,4,"," ","2022/10/31 12:02:43","2022/10/31 12:05:48","00:03:05","100","4"
"512","7","2020213313","B,C,A,B"," 1,2,4,"," 3,","2022/10/31 12:10:23","2022/10/31 12:18:19","00:07:55","75","3"
"513","13","2020213342","C,C,A,D"," 1,2,3,4,"," ","2022/10/31 12:27:07","2022/10/31 12:27:13","00:00:05","100","4"
"514","8","2020213313","A,A,C,D"," 1,2,3,4,"," ","2022/10/31 12:27:24","2022/10/31 12:29:16","00:01:52","100","4"
"515","14","2020213342","C,A,D,B"," 1,2,3,4,"," ","2022/10/31 12:38:04","2022/10/31 12:44:15","00:06:11","100","4"
"516","9","2020213313","B,A,D,D"," 1,2,4,"," 3,","2022/10/31 12:47:00","2022/10/31 12:49:40","00:02:39","75","3"
"517","8","2020213347","A,A,C,D"," 1,2,3,4,"," ","2022/10/31 12:56:38","2022/10/31 12:57:34","00:00:56","100","4"
"518","11","2020213342","D,C,A,C"," 1,2,3,4,"," ","2022/10/31 12:59:55","2022/10/31 13:00:05","00:00:09","100","4"
"519","12","2020213342","C,A,D,D"," 1,2,3,4,"," ","2022/10/31 13:02:28","2022/10/31 13:02:33","00:00:05","100","4"
"520","11","2020213323","C,C,A,B"," 2,3,"," 1,4,","2022/10/31 14:05:11","2022/10/31 14:06:40","00:01:28","50","2"
"521","6","2020213392","B,C,B,A"," 1,2,3,4,"," ","2022/10/31 14:23:42","2022/10/31 14:30:37","00:06:54","100","4"
"522","10","2020213313","B,D,A,D"," 3,"," 1,2,4,","2022/10/31 14:29:01","2022/10/31 14:49:58","00:14:26","25","1"
"523","6","2020213335","B,C,B,A"," 1,2,3,4,"," ","2022/10/31 下午2:51:54","2022/10/31 下午2:53:06","00:01:11","100","4"
"524","7","2020213392","B,C,D,D"," 1,2,3,"," 4,","2022/10/31 14:40:53","2022/10/31 14:56:24","00:15:31","75","3"
"525","7","2020213380","B,C,A,A"," 1,2,"," 3,4,","2022/10/31 14:48:35","2022/10/31 14:57:44","00:09:08","50","2"
"526","7","2020213335","B,C,D,D"," 1,2,3,"," 4,","2022/10/31 下午3:02:41","2022/10/31 下午3:03:46","00:01:04","75","3"
"527","8","2020213335","A,A,C,B"," 1,2,3,"," 4,","2022/10/31 下午3:15:45","2022/10/31 下午3:18:32","00:02:47","75","3"
"528","11","2020213313","D,C,A,B"," 1,2,3,"," 4,","2022/10/31 15:27:41","2022/10/31 15:34:04","00:06:22","75","3"
"529","9","2020213335","B,A,C,C"," 1,2,3,"," 4,","2022/10/31 下午3:35:41","2022/10/31 下午3:38:10","00:02:28","75","3"
"530","12","2020213313","C,B,D,D"," 1,3,4,"," 2,","2022/10/31 16:03:31","2022/10/31 16:06:27","00:02:04","75","3"
"531","10","2020213335","C,C,A,D"," 1,2,3,"," 4,","2022/10/31 下午4:50:04","2022/10/31 下午4:52:58","00:02:54","75","3"
"532","6","2020213343","B,C,B,A"," 1,2,3,4,"," ","2022/10/31 16:51:11","2022/10/31 16:56:54","00:05:43","100","4"
"533","8","2020213380","A,A,C,D"," 1,2,3,4,"," ","2022/10/31 17:03:14","2022/10/31 17:08:18","00:05:03","100","4"
"534","9","2020213380","B,A,C,D"," 1,2,3,4,"," ","2022/10/31 17:26:13","2022/10/31 17:27:51","00:01:38","100","4"
"535","11","2020213335","D,C,A,B"," 1,2,3,"," 4,","2022/10/31 下午6:35:02","2022/10/31 下午6:35:35","00:00:32","75","3"
"536","11","2020213331","D,C,A,B"," 1,2,3,"," 4,","2022/10/31 下午6:49:49","2022/10/31 下午6:54:44","00:04:55","75","3"
"537","6","2020214470","B,C,B,A"," 1,2,3,4,"," ","2022/11/1 11:02:45","2022/11/1 11:05:23","00:02:37","100","4"
"538","7","2020214470","B,A,D,A"," 1,3,"," 2,4,","2022/11/1 11:13:54","2022/11/1 11:24:51","00:10:57","50","2"
"539","8","2020214470","A,A,C,D"," 1,2,3,4,"," ","2022/11/1 11:29:43","2022/11/1 11:30:29","00:00:45","100","4"
"540","9","2020214470","B,A,C,D"," 1,2,3,4,"," ","2022/11/1 11:36:04","2022/11/1 11:38:12","00:02:07","100","4"
"541","9","2020213347","B,A,C,D"," 1,2,3,4,"," ","2022/11/1 14:13:20","2022/11/1 14:13:39","00:00:19","100","4"
"542","10","2020214470","C,C,C,C"," 1,2,4,"," 3,","2022/11/1 14:26:08","2022/11/1 14:32:06","00:05:58","75","3"
"543","12","2020213331","C,A,D,D"," 1,2,3,4,"," ","2022/11/1 下午2:34:58","2022/11/1 下午2:36:10","00:01:11","100","4"
"544","12","2020213335","C,A,D,D"," 1,2,3,4,"," ","2022/11/1 下午2:40:08","2022/11/1 下午2:40:44","00:00:36","100","4"
"545","13","2020213331","C,C,A,D"," 1,2,3,4,"," ","2022/11/1 下午3:10:38","2022/11/1 下午3:13:54","00:03:16","100","4"
"546","11","2020214470","C,C,A,B"," 2,3,"," 1,4,","2022/11/1 15:17:17","2022/11/1 15:17:56","00:00:39","50","2"
"547","10","2020213347","C,C,A,B"," 1,2,3,"," 4,","2022/11/1 15:22:42","2022/11/1 15:28:25","00:05:42","75","3"
"548","12","2020214470","C,A,D,D"," 1,2,3,4,"," ","2022/11/1 15:24:55","2022/11/1 15:29:08","00:04:12","100","4"
"549","14","2020213331","C,A,D,B"," 1,2,3,4,"," ","2022/11/1 下午3:31:03","2022/11/1 下午3:34:48","00:03:44","100","4"
"550","13","2020214470","C,C,B,D"," 1,2,4,"," 3,","2022/11/1 15:46:36","2022/11/1 15:46:58","00:00:21","75","3"
"551","14","2020214470","C,A,A,B"," 1,2,4,"," 3,","2022/11/1 15:55:26","2022/11/1 16:01:12","00:05:46","75","3"
"552","11","2020213347","C,C,A,B"," 2,3,"," 1,4,","2022/11/1 16:11:34","2022/11/1 16:12:10","00:00:35","50","2"
"553","12","2020213347","C,A,D,D"," 1,2,3,4,"," ","2022/11/1 16:31:25","2022/11/1 16:32:21","00:00:55","100","4"
"554","13","2020213347","C,C,A,D"," 1,2,3,4,"," ","2022/11/1 17:06:47","2022/11/1 17:08:42","00:01:55","100","4"
"555","6","2020213381","B,C,B,A"," 1,2,3,4,"," ","2022/11/1 19:22:37","2022/11/1 19:23:15","00:00:38","100","4"
"556","7","2020213381","D,A,D,B"," 3,4,"," 1,2,","2022/11/1 19:32:02","2022/11/1 19:32:41","00:00:38","50","2"
"557","8","2020213381","A,A,C,D"," 1,2,3,4,"," ","2022/11/1 19:43:00","2022/11/1 19:44:22","00:01:22","100","4"
"558","10","2020213381","C,C,C,C"," 1,2,4,"," 3,","2022/11/1 20:04:26","2022/11/1 20:09:30","00:05:03","75","3"
"559","6","2020213336","B,C,B,A"," 1,2,3,4,"," ","2022/11/1 22:19:23","2022/11/1 22:21:10","00:01:46","100","4"
"560","12","2020213323","C,A,D,D"," 1,2,3,4,"," ","2022/11/1 22:31:52","2022/11/1 22:33:23","00:01:31","100","4"
"561","7","2020213336","B,C,D,B"," 1,2,3,4,"," ","2022/11/1 22:39:09","2022/11/1 22:40:21","00:01:11","100","4"
"562","11","2020213381","D,C,A,B"," 1,2,3,"," 4,","2022/11/1 22:52:55","2022/11/1 22:53:56","00:01:00","75","3"
"563","12","2020213381","C,A,D,D"," 1,2,3,4,"," ","2022/11/1 23:04:00","2022/11/1 23:06:33","00:02:32","100","4"
"564","7","2020213343","B,C,D,B"," 1,2,3,4,"," ","2022/11/1 下午11:21:21","2022/11/1 下午11:23:26","00:02:04","100","4"
"565","8","2020213336","A,A,C,D"," 1,2,3,4,"," ","2022/11/1 23:23:40","2022/11/1 23:27:43","00:04:03","100","4"
"566","9","2020213336","B,A,A,D"," 1,2,4,"," 3,","2022/11/2 11:15:45","2022/11/2 11:17:17","00:01:32","75","3"
"567","8","2020213343","A,A,C,D"," 1,2,3,4,"," ","2022/11/2 15:16:49","2022/11/2 15:19:20","00:02:30","100","4"
"568","9","2020213343","B,A,A,A"," 1,2,"," 3,4,","2022/11/2 15:28:10","2022/11/2 15:30:59","00:02:49","50","2"
"569","10","2020213336","B,C,A,D"," 2,3,"," 1,4,","2022/11/2 21:36:41","2022/11/2 21:48:33","00:11:51","50","2"
"570","11","2020213336","D,C,A,C"," 1,2,3,4,"," ","2022/11/2 22:45:17","2022/11/2 22:45:26","00:00:09","100","4"
"571","12","2020213336","C,A,D,D"," 1,2,3,4,"," ","2022/11/2 23:19:18","2022/11/2 23:20:21","00:01:03","100","4"
"572","8","2020213392","A,A,C,D"," 1,2,3,4,"," ","2022/11/3 15:10:57","2022/11/3 15:16:54","00:05:56","100","4"
"573","9","2020213392","B,A,C,D"," 1,2,3,4,"," ","2022/11/3 15:33:09","2022/11/3 15:37:37","00:04:28","100","4"
"574","10","2020213380","C,C,A,D"," 1,2,3,"," 4,","2022/11/3 15:31:40","2022/11/3 15:39:00","00:07:20","75","3"
"575","10","2020213392","C,C,A,D"," 1,2,3,"," 4,","2022/11/3 15:49:58","2022/11/3 15:56:00","00:06:01","75","3"
"576","11","2020213380","D,C,A,B"," 1,2,3,"," 4,","2022/11/3 16:00:20","2022/11/3 16:02:17","00:01:56","75","3"
"577","11","2020213392","D,C,A,B"," 1,2,3,"," 4,","2022/11/3 16:44:01","2022/11/3 16:45:57","00:01:55","75","3"
"578","12","2020213392","C,A,D,D"," 1,2,3,4,"," ","2022/11/3 17:25:17","2022/11/3 17:27:28","00:02:10","100","4"
"579","13","2020213336","C,C,A,D"," 1,2,3,4,"," ","2022/11/4 11:15:52","2022/11/4 11:18:55","00:03:02","100","4"
"580","14","2020213336","C,A,D,B"," 1,2,3,4,"," ","2022/11/4 12:35:12","2022/11/4 12:41:23","00:06:10","100","4"
"581","6","2020213337","B,C,B,A"," 1,2,3,4,"," ","2022/11/4 15:44:21","2022/11/4 15:47:42","00:03:20","100","4"
"582","7","2020213337","B,C,D,D"," 1,2,3,"," 4,","2022/11/4 15:54:56","2022/11/4 16:02:00","00:07:03","75","3"
"583","8","2020213337","A,D,C,D"," 1,3,4,"," 2,","2022/11/4 16:06:32","2022/11/4 16:09:20","00:02:47","75","3"
"584","6","2020213348","B,C,B,A"," 1,2,3,4,"," ","2022/11/5 14:33:22","2022/11/5 14:35:30","00:01:59","100","4"
"585","9","2020213337","B,A,C,A"," 1,2,3,"," 4,","2022/11/5 16:04:43","2022/11/5 16:08:04","00:03:21","75","3"
"586","10","2020213337","B,C,A,D"," 2,3,"," 1,4,","2022/11/5 16:14:03","2022/11/5 16:22:18","00:08:15","50","2"
"587","11","2020213337","C,C,A,B"," 2,3,"," 1,4,","2022/11/5 16:35:18","2022/11/5 16:37:41","00:02:22","50","2"
"588","12","2020213337","C,A,D,D"," 1,2,3,4,"," ","2022/11/5 16:46:35","2022/11/5 16:48:04","00:01:28","100","4"
"589","7","2020213348","B,C,D,B"," 1,2,3,4,"," ","2022/11/5 19:56:56","2022/11/5 19:57:38","00:00:42","100","4"
"590","8","2020213348","A,A,C,D"," 1,2,3,4,"," ","2022/11/5 20:06:10","2022/11/5 20:07:24","00:01:14","100","4"
"591","9","2020213348","B,A,C,D"," 1,2,3,4,"," ","2022/11/5 20:18:43","2022/11/5 20:24:17","00:05:26","100","4"
"592","6","2020213352","A,D,B,A"," 3,4,"," 1,2,","2022/11/5 下午8:20:43","2022/11/5 下午8:27:09","00:06:26","50","2"
"593","7","2020213352","B,C,B,B"," 1,2,4,"," 3,","2022/11/5 下午8:36:36","2022/11/5 下午8:40:18","00:03:42","75","3"
"594","8","2020213352","A,A,C,D"," 1,2,3,4,"," ","2022/11/5 下午8:50:18","2022/11/5 下午8:56:48","00:06:30","100","4"
"595","6","2020213322","B,C,B,A"," 1,2,3,4,"," ","2022/11/6 11:08:32","2022/11/6 11:10:09","00:01:36","100","4"
"596","7","2020213322","B,C,D,B"," 1,2,3,4,"," ","2022/11/6 11:14:33","2022/11/6 11:20:48","00:06:12","100","4"
"597","8","2020213322","A,A,C,D"," 1,2,3,4,"," ","2022/11/6 11:24:56","2022/11/6 11:29:28","00:04:28","100","4"
"598","9","2020213322","B,A,C,C"," 1,2,3,"," 4,","2022/11/6 11:33:59","2022/11/6 11:35:37","00:01:36","75","3"
"599","10","2020213322","C,D,A,D"," 1,3,"," 2,4,","2022/11/6 14:17:19","2022/11/6 14:18:19","00:00:59","50","2"
"600","12","2020213380","C,A,D,D"," 1,2,3,4,"," ","2022/11/6 14:59:16","2022/11/6 15:01:09","00:01:52","100","4"
"601","11","2020213322","D,C,A,B"," 1,2,3,"," 4,","2022/11/6 15:02:36","2022/11/6 15:03:29","00:00:51","75","3"
"602","13","2020213380","C,C,A,D"," 1,2,3,4,"," ","2022/11/6 15:22:05","2022/11/6 15:24:35","00:02:29","100","4"
"603","10","2020213348","C,C,C,D"," 1,2,"," 3,4,","2022/11/6 15:24:37","2022/11/6 15:25:46","00:01:08","50","2"
"604","13","2020213335","C,C,A,D"," 1,2,3,4,"," ","2022/11/6 下午3:28:47","2022/11/6 下午3:30:29","00:01:41","100","4"
"605","14","2020213335","C,A,D,B"," 1,2,3,4,"," ","2022/11/6 下午3:41:03","2022/11/6 下午3:43:16","00:02:13","100","4"
"606","11","2020213348","D,C,A,B"," 1,2,3,"," 4,","2022/11/6 19:10:33","2022/11/6 19:11:02","00:00:28","75","3"
"607","6","2020213369","B,C,B,A"," 1,2,3,4,"," ","2022/11/6 下午7:37:38","2022/11/6 下午7:40:06","00:02:27","100","4"
"608","12","2020213348","C,A,D,D"," 1,2,3,4,"," ","2022/11/6 19:52:28","2022/11/6 19:53:14","00:00:46","100","4"
"609","7","2020213369","B,B,D,A"," 1,3,"," 2,4,","2022/11/6 下午7:48:41","2022/11/6 下午7:53:36","00:04:54","50","2"
"610","11","2020213327","D,C,A,B"," 1,2,3,"," 4,","2022/11/6 下午7:56:02","2022/11/6 下午7:58:21","00:02:18","75","3"
"611","8","2020213369","A,A,C,C"," 1,2,3,"," 4,","2022/11/6 下午8:06:21","2022/11/6 下午8:08:54","00:02:33","75","3"
"612","12","2020213327","C,A,D,D"," 1,2,3,4,"," ","2022/11/6 下午8:08:43","2022/11/6 下午8:09:58","00:01:15","100","4"
"613","9","2020213369","B,A,A,A"," 1,2,"," 3,4,","2022/11/6 下午8:17:43","2022/11/6 下午8:19:10","00:01:26","50","2"
"614","13","2020213327","C,C,A,D"," 1,2,3,4,"," ","2022/11/6 下午8:17:04","2022/11/6 下午8:19:31","00:02:26","100","4"
"615","10","2020213369","B,C,D,D"," 2,"," 1,3,4,","2022/11/6 下午8:20:41","2022/11/6 下午8:25:33","00:04:52","25","1"
"616","14","2020213327","C,A,D,B"," 1,2,3,4,"," ","2022/11/6 下午8:28:28","2022/11/6 下午8:29:39","00:01:10","100","4"
"617","11","2020213369","D,C,A,C"," 1,2,3,4,"," ","2022/11/6 下午9:30:37","2022/11/6 下午9:32:47","00:02:09","100","4"
"618","12","2020213322","C,A,C,D"," 1,2,4,"," 3,","2022/11/6 21:14:20","2022/11/6 21:35:59","00:21:24","75","3"
"619","12","2020213369","C,A,D,A"," 1,2,3,"," 4,","2022/11/6 下午9:55:46","2022/11/6 下午9:57:09","00:01:23","75","3"
"620","13","2020213369","C,C,C,B"," 1,2,"," 3,4,","2022/11/6 下午10:41:31","2022/11/6 下午10:43:55","00:02:24","50","2"
"621","13","2020213323","C,C,A,D"," 1,2,3,4,"," ","2022/11/7 12:33:30","2022/11/7 12:34:00","00:00:29","100","4"
"622","14","2020213323","C,C,D,B"," 1,3,4,"," 2,","2022/11/7 12:39:35","2022/11/7 12:40:10","00:00:35","75","3"
"623","13","2020213392","C,C,A,D"," 1,2,3,4,"," ","2022/11/7 13:00:12","2022/11/7 13:02:12","00:01:59","100","4"
"624","6","2020213241","B,C,B,A"," 1,2,3,4,"," ","2022/11/8 下午2:59:43","2022/11/8 下午3:02:45","00:03:02","100","4"
"625","7","2020213241","B,C,D,B"," 1,2,3,4,"," ","2022/11/8 下午3:07:24","2022/11/8 下午3:16:21","00:08:56","100","4"
"626","8","2020213241","A,A,C,D"," 1,2,3,4,"," ","2022/11/8 下午3:20:30","2022/11/8 下午3:24:27","00:03:56","100","4"
"627","9","2020213241","B,A,C,A"," 1,2,3,"," 4,","2022/11/8 下午3:33:02","2022/11/8 下午3:38:24","00:05:21","75","3"
"628","10","2020213343","C,C,D,D"," 1,2,"," 3,4,","2022/11/12 16:30:16","2022/11/12 16:35:15","00:04:59","50","2"
"629","11","2020213343","D,C,A,B"," 1,2,3,"," 4,","2022/11/12 16:36:45","2022/11/12 16:38:35","00:01:49","75","3"
"630","12","2020213343","C,A,D,D"," 1,2,3,4,"," ","2022/11/12 16:48:43","2022/11/12 16:52:18","00:03:35","100","4"
"631","13","2020213343","C,C,A,D"," 1,2,3,4,"," ","2022/11/12 16:58:50","2022/11/12 17:02:28","00:03:37","100","4"
"632","15","2020213323","B,D,B,A"," 1,2,3,"," 4,","2022/11/14 09:27:45","2022/11/14 09:29:50","00:02:05","75","3"
"633","13","2020213312","C,C,A,D"," 1,2,3,4,"," ","2022/11/14 11:59:51","2022/11/14 12:04:33","00:04:32","100","4"
"634","13","2020213381","C,C,A,D"," 1,2,3,4,"," ","2022/11/14 13:05:15","2022/11/14 13:06:57","00:01:42","100","4"
"635","15","2020213381","C,D,B,D"," 2,3,4,"," 1,","2022/11/14 13:20:24","2022/11/14 13:22:59","00:02:35","75","3"
"636","17","2020213381","A,A,C,D"," 1,2,3,4,"," ","2022/11/14 13:30:20","2022/11/14 13:32:12","00:01:51","100","4"
"637","15","2020213335","C,D,B,D"," 2,3,4,"," 1,","2022/11/14 下午9:39:53","2022/11/14 下午9:40:37","00:00:43","75","3"
"638","15","2020214470","C,D,A,C"," 2,"," 1,3,4,","2022/11/14 23:08:06","2022/11/14 23:13:17","00:05:09","25","1"
"639","17","2020214470","A,A,C,D"," 1,2,3,4,"," ","2022/11/14 23:22:46","2022/11/14 23:23:24","00:00:38","100","4"
"640","16","2020213355","A,D,B,D"," 1,2,3,4,"," ","2022/11/16 下午6:17:17","2022/11/16 下午6:18:41","00:01:23","100","4"
"641","17","2020213355","A,A,C,D"," 1,2,3,4,"," ","2022/11/16 下午6:19:27","2022/11/16 下午6:22:54","00:03:26","100","4"
"642","15","2020213355","B,D,B,D"," 1,2,3,4,"," ","2022/11/16 下午6:23:28","2022/11/16 下午6:24:32","00:01:04","100","4"
"643","15","2020213380","B,D,B,B"," 1,2,3,"," 4,","2022/11/18 09:34:52","2022/11/18 09:36:57","00:02:05","75","3"
"644","16","2020213380","A,D,B,D"," 1,2,3,4,"," ","2022/11/18 10:56:21","2022/11/18 11:02:14","00:05:52","100","4"
"645","17","2020213380","A,A,C,D"," 1,2,3,4,"," ","2022/11/18 11:16:58","2022/11/18 11:20:31","00:03:33","100","4"
"646","15","2020213353","B,D,B,D"," 1,2,3,4,"," ","2022/11/19 上午11:17:25","2022/11/19 上午11:20:13","00:02:47","100","4"
"647","16","2020213353","A,A,C,D"," 1,4,"," 2,3,","2022/11/19 下午12:57:19","2022/11/19 下午1:05:43","00:08:24","50","2"
"648","18","2020213355","A,B,A,B"," 1,2,3,4,"," ","2022/11/19 下午1:07:33","2022/11/19 下午1:09:07","00:01:34","100","4"
"649","17","2020213353","A,A,C,D"," 1,2,3,4,"," ","2022/11/19 下午1:13:31","2022/11/19 下午1:18:40","00:05:08","100","4"
"650","18","2020213353","A,B,A,B"," 1,2,3,4,"," ","2022/11/19 下午1:24:07","2022/11/19 下午1:24:13","00:00:06","100","4"
"651","19","2020213355","B,D,A,A"," 1,2,3,4,"," ","2022/11/19 下午1:17:58","2022/11/19 下午1:24:15","00:06:17","100","4"
